corpus,file,method,original_bytes,compressed_bytes,ratio,bits_per_byte,entropy_bits_per_byte,gap_to_h0_bits_per_byte,seconds,throughput_mib_s
canterbury,sum,ppmd_6,38240,11653,0.30473326359832636,2.437866108786611,5.328990058101005,-2.891123949314394,0.006693299976177514,5.448509104503314
canterbury,xargs.1,raw,4227,4227,1.0,8.0,4.898431525738649,3.1015684742613514,1.100008375942707e-06,3664.682400253995
canterbury,xargs.1,rle,4227,8294,1.9621480955760586,15.697184764608469,4.898431525738649,10.798753238869821,0.0007741000736132264,5.207571311333281
canterbury,xargs.1,zlib_9,4227,1736,0.41069316299976344,3.2855453039981075,4.898431525738649,-1.612886221740541,0.00014350004494190216,28.09184719824509
canterbury,xargs.1,bzip2_9,4227,1762,0.4168440974686539,3.3347527797492313,4.898431525738649,-1.5636787459894173,0.0006340999389067292,6.357328061566288
canterbury,xargs.1,lzma_9,4227,1812,0.42867281760113557,3.4293825408090846,4.898431525738649,-1.469048984929564,0.018569199950434268,0.21708966170914346
canterbury,xargs.1,brotli_11,4227,1464,0.34634492547906315,2.770759403832505,4.898431525738649,-2.1276721219061434,0.006516800029203296,0.6185829421471517
canterbury,xargs.1,zstd_19,4227,1724,0.4078542701679678,3.2628341613437426,4.898431525738649,-1.635597364394906,0.0008230999810621142,4.897559747538144
canterbury,xargs.1,ppmd_6,4227,1489,0.352259285545304,2.818074284362432,4.898431525738649,-2.0803572413762166,0.000763899995945394,5.277106109236556
silesia,dickens,raw,10192446,10192446,1.0,8.0,4.532332261326248,3.467667738673752,1.800013706088066e-06,5400111.087310826
silesia,dickens,rle,10192446,19932814,1.9556457792368975,15.64516623389518,4.532332261326248,11.112833972568932,2.1021994999609888,4.623858949513592
silesia,dickens,zlib_9,10192446,3854735,0.37819528305570616,3.0255622644456492,4.532332261326248,-1.5067699968805988,1.0143269000109285,9.58297958128971
silesia,dickens,bzip2_9,10192446,2799520,0.27466615962449054,2.1973292769959243,4.532332261326248,-2.3350029843303237,0.7571774000534788,12.837512016168315
silesia,dickens,lzma_9,10192446,2830604,0.27771586918390345,2.2217269534712276,4.532332261326248,-2.3106053078550204,7.710294699994847,1.2606877363019746
silesia,dickens,brotli_11,10192446,2853158,0.2799286844394368,2.2394294755154944,4.532332261326248,-2.2929027858107536,20.11247550009284,0.4832957520078892
