corpus,file,block_size,method,original_bytes,encoded_bytes,ratio
silesia,ooffice,256,raw,6152192,6152192,1.0
silesia,osdb,256,fisa,10085684,10085694,1.0000009915043937
silesia,osdb,256,zero_block_bitmap,10085684,10090624,1.0004898031705138
silesia,osdb,256,zero_trim,10085684,10195524,1.0108906842609782
silesia,osdb,256,raw,10085684,10085684,1.0
silesia,reymont,256,fisa,6627202,6627212,1.0000015089324272
silesia,reymont,256,zero_block_bitmap,6627202,6630453,1.0004905539321118
silesia,reymont,256,zero_trim,6627202,6704878,1.0117207835222164
silesia,reymont,256,raw,6627202,6627202,1.0
silesia,samba,256,fisa,21606400,21606410,1.0000004628258294
silesia,samba,256,zero_block_bitmap,21606400,21379909,0.9895174115077014
silesia,samba,256,zero_trim,21606400,20921258,0.9682898585604265
silesia,samba,256,raw,21606400,21606400,1.0
silesia,sao,256,fisa,7251944,7251954,1.0000013789405986
silesia,sao,256,zero_block_bitmap,7251944,7255500,1.000490351276844
silesia,sao,256,zero_trim,7251944,7335984,1.0115886167902013
silesia,sao,256,raw,7251944,7251944,1.0
silesia,webster,256,fisa,41458703,41458713,1.0000002412038795
silesia,webster,256,zero_block_bitmap,41458703,41478963,1.000488679059738
silesia,webster,256,zero_trim,41458703,41944562,1.011719107565907
silesia,webster,256,raw,41458703,41458703,1.0
silesia,x-ray,256,fisa,8474240,8474250,1.0000011800468243
silesia,x-ray,256,zero_block_bitmap,8474240,8478393,1.0004900734461144
silesia,x-ray,256,zero_trim,8474240,8573403,1.0117016983233895
silesia,x-ray,256,raw,8474240,8474240,1.0
silesia,xml,256,fisa,5345280,5345290,1.000001870809387
silesia,xml,256,zero_block_bitmap,5345280,5338177,0.998671164092433
silesia,xml,256,zero_trim,5345280,5389483,1.0082695387332377
silesia,xml,256,raw,5345280,5345280,1.0
