corpus,files,mean_fisa_ratio,mean_best_modern_ratio,median_ratio_factor,fisa_wins,ties,modern_wins,wilcoxon_statistic,one_sided_p_value
canterbury,11,0.986173750272727,0.23179195991463472,3.924097007705469,0,0,11,66.0,0.00048828125
silesia,12,0.9805771138333333,0.25796073707017453,4.231724398040392,0,0,12,78.0,0.000244140625
