corpus,file,block_size,method,symbols,coded_bits,original_bits,ratio
silesia_sample,sao,64,fibonacci_universal,208262,815196,524288,1.5548629760742188
silesia_sample,sao,64,leb128,208262,1666096,524288,3.177825927734375
silesia_sample,sao,64,rice_oracle_k1,208262,624727,524288,1.1915721893310547
silesia_sample,sao,256,fixed_binary_no_delimiters,208681,509126,524288,0.9710807800292969
silesia_sample,sao,256,elias_gamma,208681,809571,524288,1.5441341400146484
silesia_sample,sao,256,elias_delta,208681,949672,524288,1.8113555908203125
silesia_sample,sao,256,fibonacci_universal,208681,817015,524288,1.5583324432373047
silesia_sample,sao,256,leb128,208681,1669448,524288,3.1842193603515625
silesia_sample,sao,256,rice_oracle_k1,208681,625931,524288,1.193868637084961
silesia_sample,sao,512,fixed_binary_no_delimiters,208400,508363,524288,0.9696254730224609
silesia_sample,sao,512,elias_gamma,208400,808326,524288,1.5417594909667969
silesia_sample,sao,512,elias_delta,208400,948481,524288,1.8090839385986328
silesia_sample,sao,512,fibonacci_universal,208400,816235,524288,1.556844711303711
silesia_sample,sao,512,leb128,208400,1667200,524288,3.179931640625
silesia_sample,sao,512,rice_oracle_k1,208400,625740,524288,1.1935043334960938
silesia_sample,webster,64,fixed_binary_no_delimiters,208988,509061,524288,0.9709568023681641
silesia_sample,webster,64,elias_gamma,208988,809134,524288,1.5433006286621094
silesia_sample,webster,64,elias_delta,208988,949697,524288,1.8114032745361328
silesia_sample,webster,64,fibonacci_universal,208988,817300,524288,1.5588760375976562
silesia_sample,webster,64,leb128,208988,1671904,524288,3.18890380859375
silesia_sample,webster,64,rice_oracle_k1,208988,625732,524288,1.1934890747070312
silesia_sample,webster,256,fixed_binary_no_delimiters,208981,509423,524288,0.9716472625732422
silesia_sample,webster,256,elias_gamma,208981,809865,524288,1.5446949005126953
silesia_sample,webster,256,elias_delta,208981,950603,524288,1.813131332397461
silesia_sample,webster,256,fibonacci_universal,208981,817772,524288,1.5597763061523438
silesia_sample,webster,256,leb128,208981,1671848,524288,3.1887969970703125
silesia_sample,webster,256,rice_oracle_k1,208981,626287,524288,1.1945476531982422
silesia_sample,webster,512,fixed_binary_no_delimiters,208813,509325,524288,0.9714603424072266
silesia_sample,webster,512,elias_gamma,208813,809837,524288,1.5446414947509766
silesia_sample,webster,512,elias_delta,208813,950245,524288,1.812448501586914
silesia_sample,webster,512,fibonacci_universal,208813,817408,524288,1.55908203125
silesia_sample,webster,512,leb128,208813,1670504,524288,3.1862335205078125
silesia_sample,webster,512,rice_oracle_k1,208813,626195,524288,1.1943721771240234
silesia_sample,x-ray,64,fixed_binary_no_delimiters,208702,509005,524288,0.9708499908447266
silesia_sample,x-ray,64,elias_gamma,208702,809308,524288,1.5436325073242188
silesia_sample,x-ray,64,elias_delta,208702,949405,524288,1.8108463287353516
silesia_sample,x-ray,64,fibonacci_universal,208702,817103,524288,1.5585002899169922
silesia_sample,x-ray,64,leb128,208702,1669616,524288,3.184539794921875
silesia_sample,x-ray,64,rice_oracle_k1,208702,625811,524288,1.1936397552490234
silesia_sample,x-ray,256,fixed_binary_no_delimiters,208620,508824,524288,0.9705047607421875
silesia_sample,x-ray,256,elias_gamma,208620,809028,524288,1.5430984497070312
silesia_sample,x-ray,256,elias_delta,208620,949310,524288,1.8106651306152344
silesia_sample,x-ray,256,fibonacci_universal,208620,816554,524288,1.5574531555175781
silesia_sample,x-ray,256,leb128,208620,1668960,524288,3.18328857421875
silesia_sample,x-ray,256,rice_oracle_k1,208620,625948,524288,1.1939010620117188
silesia_sample,x-ray,512,fixed_binary_no_delimiters,209044,509546,524288,0.9718818664550781
silesia_sample,x-ray,512,elias_gamma,209044,810048,524288,1.5450439453125
silesia_sample,x-ray,512,elias_delta,209044,950732,524288,1.8133773803710938
silesia_sample,x-ray,512,fibonacci_universal,209044,817887,524288,1.5599956512451172
silesia_sample,x-ray,512,leb128,209044,1672352,524288,3.18975830078125
silesia_sample,x-ray,512,rice_oracle_k1,209044,626463,524288,1.1948833465576172
silesia_sample,xml,64,fixed_binary_no_delimiters,207268,505527,524288,0.9642162322998047
silesia_sample,xml,64,elias_gamma,207268,803786,524288,1.5331001281738281
silesia_sample,xml,64,elias_delta,207268,943249,524288,1.7991046905517578
silesia_sample,xml,64,fibonacci_universal,207268,811394,524288,1.5476112365722656
silesia_sample,xml,64,leb128,207268,1658144,524288,3.16265869140625
silesia_sample,xml,64,rice_oracle_k1,207268,621734,524288,1.1858634948730469
silesia_sample,xml,256,fixed_binary_no_delimiters,208860,509176,524288,0.9711761474609375
silesia_sample,xml,256,elias_gamma,208860,809492,524288,1.5439834594726562
silesia_sample,xml,256,elias_delta,208860,950104,524288,1.8121795654296875
silesia_sample,xml,256,fibonacci_universal,208860,817216,524288,1.5587158203125
silesia_sample,xml,256,leb128,208860,1670880,524288,3.18695068359375
silesia_sample,xml,256,rice_oracle_k1,208860,626014,524288,1.1940269470214844
silesia_sample,xml,512,fixed_binary_no_delimiters,208657,508888,524288,0.9706268310546875
silesia_sample,xml,512,elias_gamma,208657,809119,524288,1.5432720184326172
silesia_sample,xml,512,elias_delta,208657,949106,524288,1.8102760314941406
silesia_sample,xml,512,fibonacci_universal,208657,817135,524288,1.5585613250732422
silesia_sample,xml,512,leb128,208657,1669256,524288,3.1838531494140625
silesia_sample,xml,512,rice_oracle_k1,208657,626162,524288,1.1943092346191406
